Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.20921166,0.18483385,0.9220868125,0.6050317400974866,0.6599747480339524,0.6312685286905824,0.461234042670985
0.1770261,0.16164172,0.9248061875,0.6314813146298557,0.6149816826546064,0.6230861913101887,0.45254849746478176
0.17484584,0.16066787,0.92632475,0.6836591862425281,0.5047277836494752,0.5807169651153568,0.40918898673502346
0.17321369,0.17401102,0.925970625,0.649201620263232,0.5822246914395357,0.6138866471502842,0.4429122185088766
0.17228611,0.1575202,0.927836125,0.6703493627861288,0.5626371830085715,0.6117824576359853,0.4407488615497029
0.17086065,0.16542989,0.9247080000000001,0.7187272871448902,0.4209938842872574,0.5306684286893887,0.3611799084333338
0.17005728,0.15772083,0.927203,0.6308631373247773,0.6738812829142141,0.6516624032942339,0.48335985153080074
0.16935413,0.15197928,0.929576125,0.6635154189515464,0.6147047797815142,0.6381737104964482,0.4686835563904894
0.1695553,0.15141517,0.9298809375,0.6899245098976113,0.5564260516923183,0.6160025471177455,0.4451119748727105
0.16888714,0.15606117,0.9260830625,0.6159698865415193,0.7132561469894311,0.661038514962112,0.49372871415032815
0.16858406,0.1565243,0.9279255625,0.6386582117557407,0.6604638673322705,0.6493711185907939,0.48083057688316966
0.16849488,0.17124271,0.9296156250000001,0.7370922139891054,0.47229888094109146,0.5756948688411604,0.40421162108343095
0.16838093,0.1595314,0.928025125,0.6315789879919089,0.6903406248146176,0.659652117712874,0.49220148481813963
0.16733223,0.15847151,0.9313893125,0.6903387444322733,0.5826633826277364,0.6318818410970996,0.46188182984644965
0.16651167,0.15886456,0.9289619375,0.6442706097260735,0.6627093949582763,0.653357695446198,0.4852403911848514
0.16600025,0.15076637,0.9305485625000001,0.654497156483193,0.6621771955484111,0.6582936182052275,0.49068783658851184
0.16601165,0.15437487,0.9289008750000001,0.632387001408207,0.7074501278931016,0.6678010499312288,0.501354962712453
0.16661617,0.15908799,0.9298973749999999,0.6792532940058638,0.5803776981972364,0.6258750050572293,0.4555138505209605
0.16578509,0.1481198,0.93126475,0.6619201849472279,0.6536327614816275,0.6577045160330469,0.4900269778551667
0.16482653,0.15941611,0.9241138124999999,0.5938792416675314,0.7889937120566196,0.6776717786416682,0.5124997864741068
0.16489437,0.15235266,0.92921325,0.6344566451344814,0.7062662148380566,0.6684228509840984,0.5020304944383567
0.16494073,0.14622201,0.9324635625,0.7018523230580742,0.5769201221154903,0.6332285745838787,0.4633293981320623
0.16426383,0.1454699,0.9329316249999999,0.6978120105379222,0.59326397145622,0.6412935634620389,0.47202552387900865
0.16384731,0.1499596,0.9314828749999999,0.732167753742124,0.5090360858844825,0.6002841169684697,0.4288620876414871
0.16306324,0.15519723,0.924076875,0.8080897169711074,0.33075945200286005,0.46773305386249886,0.3057285772746833
0.16354221,0.14605257,0.9328269375,0.6786818152206953,0.6372356477064094,0.6572952782573318,0.48956295509346415
0.16255665,0.14489076,0.933713625,0.7042028054367161,0.5933300924961981,0.6440294750294604,0.4749991577097171
0.16276869,0.16063997,0.9301154375,0.7764628981092849,0.43532348784683245,0.557439137233867,0.3864588146579099
0.16249587,0.17245853,0.9325015624999999,0.6594699674373652,0.6869028004949523,0.6729043288948148,0.5070839071257847
0.16251282,0.1632947,0.93093775,0.763115484268445,0.46217037754045087,0.5749345766653766,0.40355229362571265
0.1610583,0.15500118,0.932928,0.6506946572733869,0.7274224329973222,0.6869122214137617,0.5231363884126778
0.16076146,0.16504437,0.9281555625,0.6197710162066299,0.7490956509389111,0.6783232823117659,0.5132384266760484
0.16044152,0.1454146,0.93328525,0.7409243283632505,0.523431326455538,0.6133889162232329,0.4423673882047265
0.16064951,0.14345929,0.934286125,0.6748238791942389,0.6759842569272191,0.6753717365594112,0.5098791663900509
0.16017762,0.14255893,0.934322125,0.6794688838342786,0.6630956047767833,0.6711805161349538,0.5051230256265711
0.15936483,0.14700404,0.9337675000000001,0.6594144507844315,0.7141997234317898,0.6857144010269371,0.5217411104467418
0.15945347,0.15195578,0.928928625,0.6193281784770106,0.7732931749042145,0.6877640392559992,0.5241170553687141
0.16001692,0.14308938,0.9342531875,0.6745756305373021,0.6756349033951594,0.6751047642842004,0.5095717831506401
0.1597545,0.15305963,0.933377875,0.7158486069157822,0.5658759743969085,0.631994871210801,0.4619865683244216
0.15916166,0.14419281,0.9345720625,0.6754550771636428,0.6792523432626385,0.6773308665917239,0.5121218753860168
0.1587946,0.1484024,0.9342824375000001,0.669863177993511,0.6899021469978588,0.6797318629890479,0.5148722950329236
0.158164,0.14406744,0.9357946875,0.7107736992231071,0.6158131846974079,0.6598406546272702,0.4923607705770899
0.15840586,0.1432667,0.934361625,0.6886265151817719,0.640775708329437,0.6638326157610219,0.49682124511579706
0.15832104,0.15406457,0.9307908125,0.6352705981626048,0.7424905025583517,0.6847077467974971,0.5205748047746379
0.15718058,0.14127332,0.9351944375000001,0.6973405421563195,0.6346410753855929,0.6644604060274031,0.4975253069748393
0.15693346,0.1429897,0.9346768750000001,0.7237318212920157,0.5728157782651588,0.6394306084330663,0.4699743486499547
0.1564492,0.14402767,0.934488125,0.676234183687736,0.6750292460655243,0.6756293675002232,0.5101852825888891
0.15682356,0.16368018,0.9346595625,0.7240038303056229,0.5723743544379538,0.6392223054421164,0.4697481655705971
0.15728875,0.14636886,0.933347125,0.7318306459464794,0.5393864949549091,0.6206717729663981,0.4499984931639042
0.15589266,0.14175335,0.9353635625,0.6885884525288686,0.6583077749060882,0.6731034743485408,0.5072967779999953
0.15551643,0.14869958,0.9320195625000001,0.6451221267033662,0.7284719753454147,0.6842672776839646,0.5200743079551984
0.15535603,0.14130084,0.93531675,0.6971533574098323,0.6369479520790516,0.6656856347525226,0.49890937808830205
