Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.22499608,0.2636727,0.8963322656249999,0.0,0.0,0.0,0.0
0.18469308,0.16266914,0.9236731874999999,0.6170107139719778,0.7011870028269213,0.6563937926322143,0.4886796686033261
0.17794894,0.1597082,0.92601125,0.6444935296200058,0.6435112321861574,0.6439796914116334,0.4750693325624607
0.17538601,0.16053644,0.9267518125,0.6734688328586687,0.5739736238419215,0.6197241053019851,0.4491545078341038
0.1751777,0.15762451,0.9278257187500001,0.6930651375066827,0.5492564745220113,0.6128137017829893,0.4419560976465486
0.17355739,0.15759104,0.927016734375,0.6506526576106775,0.6443503165999147,0.6474668418845082,0.4789102447212793
0.17320028,0.17547323,0.90567153125,0.8457492150460876,0.11096550482394972,0.195906067075836,0.10872694977607214
0.1729624,0.1542274,0.928862546875,0.6702717177180295,0.6224666648969268,0.6454563393067911,0.4767179030129989
0.17221218,0.1544174,0.92890159375,0.6622551884791985,0.6452731308727102,0.6536537636248579,0.48574217111523577
0.17151502,0.15821642,0.9272744375,0.6353832888182571,0.7056990093898525,0.668686648854492,0.5024643136382199
0.1715506,0.16244945,0.927653953125,0.6421986844852098,0.6866539208229123,0.6636820862711577,0.4968872015382142
0.17029686,0.15821952,0.9295763593749999,0.697384789612747,0.5696679948938833,0.6270895431695098,0.4569744083736532
0.17049214,0.1522286,0.9297792031250001,0.6727806197639294,0.6324739481757746,0.6519986966289308,0.4839142560192966
0.17082097,0.16005698,0.9232489687500001,0.6040987046830528,0.760842808169331,0.6734348886398693,0.5078006189736501
0.1693153,0.16076496,0.922734359375,0.8016242621351366,0.3403901001255759,0.47687030680057174,0.31389130094770157
0.16966261,0.15651329,0.9264169843750001,0.7659821507782882,0.4197804681316337,0.5419639935996449,0.3723055474364403
0.16979878,0.15166867,0.930529375,0.6929668082779298,0.5955271934555353,0.6405554650222529,0.47147563431929523
0.16841333,0.15074551,0.930776078125,0.7308607499876121,0.5283346445825723,0.6132707831131954,0.4425600356462829
0.16780724,0.15205148,0.93104446875,0.6790621617235292,0.6383188897925741,0.6580591822012849,0.4905594815503358
0.16811055,0.15550944,0.92661496875,0.6235406205413154,0.7435545827457051,0.6782155150479868,0.5132210471404239
0.16725788,0.15575168,0.92649890625,0.6204090234553488,0.7552291131114679,0.6811921743371607,0.5166532020500056
0.16758437,0.15321212,0.930545671875,0.7089552689586913,0.5623088164156196,0.6271496374345551,0.4570667860389751
0.16673544,0.14964119,0.9305681406249999,0.7262501660943331,0.5322264126825227,0.6142578001324865,0.44349804745977006
0.16694567,0.14799964,0.932570484375,0.6898076759475661,0.6382646087791315,0.6630351617496738,0.49613262053158785
0.16637096,0.14725982,0.931911984375,0.736110003427948,0.5370594196076259,0.6209355716980078,0.4505664887052304
0.1657584,0.14815897,0.9321866562500001,0.7334939233842321,0.5453949486635036,0.6256065777066264,0.4553665268927814
0.16598952,0.14685702,0.9333467656250001,0.7262886354605859,0.5754176310446306,0.6420951200135148,0.4731035823865628
0.1658475,0.15003598,0.929864078125,0.6425573999443339,0.7341682499289568,0.6852920559766519,0.5214174379801797
0.1654818,0.14608543,0.9332956406249999,0.6864342528574404,0.6605319372980619,0.6732150996345387,0.50760381582133
0.1648484,0.14715725,0.9331624375,0.6974894880962651,0.6308701937602712,0.6625018446672679,0.4955232618252059
0.16443515,0.15569893,0.928301359375,0.6288213504687354,0.7604660214671364,0.6882880343179907,0.5248683854884396
0.16523804,0.1455749,0.933967296875,0.7147341927612898,0.6070080078368375,0.6564788388513303,0.4888639428226979
0.16547175,0.1482946,0.930829453125,0.649067376991134,0.7294758171616079,0.6869029317289816,0.5232854968159579
0.16381659,0.14456648,0.933639109375,0.6969813043338493,0.6397363790966226,0.6671323342906554,0.5007068175411292
0.16422768,0.14620128,0.933690234375,0.679287463290438,0.686791288612092,0.6829946558206701,0.518765265961582
0.1636269,0.14462739,0.9340310000000001,0.7379574196103491,0.5660368018098321,0.6406384397629394,0.47151737088379353
0.16394055,0.14887796,0.93185459375,0.6592222131749512,0.714267638743601,0.6855945136423569,0.5217452552702331
0.16338378,0.150051,0.932916546875,0.7556793641098596,0.5233228386818752,0.6183338520466781,0.4477717286957251
0.16320956,0.14467141,0.9345204375,0.730742749059041,0.5855351307649237,0.6501177290499822,0.48181897231076815
0.1634116,0.14722574,0.933043234375,0.744013845787791,0.5418312097820108,0.6269966062614392,0.45687960146004825
0.1629712,0.14437172,0.93402503125,0.7215099485357643,0.5948765688057633,0.6520991463874082,0.4839515396739915
0.16297719,0.1506108,0.930881890625,0.6456526427441834,0.7440194812974267,0.691329715195387,0.5284503061513368
0.16279848,0.14673212,0.9329327656249999,0.6648005315436147,0.7173359663997362,0.6900033745792249,0.5268753602122075
0.16264175,0.14540595,0.9346178593750001,0.7306234735710055,0.5873304954041971,0.6511743120311214,0.48300055861160296
0.16311717,0.14682482,0.93103040625,0.7590374651753296,0.4919360215760662,0.5968483645621433,0.42560081219477375
