Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.21806207,0.3939801,0.8347863125,0.37725611030148404,0.9044615220241677,0.5323621981264944,0.36276591561277377
0.18762094,0.17710733,0.9143308125,0.7587951774117345,0.25634930469026884,0.3828038918651575,0.236993774893366
0.18187477,0.1837649,0.9018410625,0.8157803888720617,0.06936292242950726,0.12785438195866608,0.06829302811148197
0.17702486,0.1683451,0.9230158125000001,0.756054101804928,0.3825389346810403,0.5079809625753837,0.34076030118148876
0.17601615,0.15759587,0.9279785,0.6616991508206367,0.6303521746745586,0.6455677414204484,0.4767523988938986
0.17645189,0.19014025,0.9134296875000001,0.5599954452122046,0.7831275748310835,0.6529364346199378,0.4847565272124201
0.17653036,0.16082077,0.9263027500000001,0.6495104194649068,0.6327346003576998,0.6409871863423987,0.47175382851969183
0.17408293,0.16200182,0.9232470625,0.7484488800373874,0.39356316230171945,0.5157738110428771,0.34784001234015743
0.1739953,0.16029575,0.925440875,0.627627872766447,0.695495714183584,0.6598071731701557,0.49241284436467786
0.17355636,0.15580624,0.9290548125,0.6650848858676042,0.6408620068382289,0.6527000399384757,0.48456410899223196
0.17213194,0.15825158,0.926901,0.7551624455230788,0.43892362703091586,0.555156619678543,0.38444474442485543
0.17318603,0.15531014,0.9288313125000001,0.7100673879873866,0.5335881746029336,0.6092964728835034,0.4382907189736015
0.17279088,0.15580252,0.9272424375,0.7598869078177362,0.43826995226892906,0.5558609413058853,0.3851660688622123
0.17009296,0.16033082,0.923694125,0.7930067707206733,0.35917752098588407,0.49439348588674425,0.32854465001107885
0.16916183,0.15078712,0.9315613125,0.7207209416667875,0.5576539983210265,0.628786483707729,0.4587169537223844
0.16980863,0.15231706,0.931932625,0.6817240462833714,0.6485833818608471,0.6647224164871545,0.4979750952502301
0.16946258,0.1510485,0.9317088124999999,0.727129813092031,0.5491732338317574,0.6257430774505106,0.45546846922688466
0.16792394,0.15719074,0.926427,0.7743499237095068,0.4118933787108122,0.5376976745557419,0.3679449171449369
0.16789825,0.15598641,0.9251054999999999,0.761370983159586,0.40574392872300924,0.5293736191923037,0.3599869920884089
0.16788949,0.15510136,0.931415,0.7298125880736543,0.540190557417187,0.620844336667002,0.4502971329104862
0.16625558,0.17747647,0.917949875,0.5764283688643788,0.800431055695226,0.6700363319888107,0.5038673272351983
0.1649075,0.15226957,0.9308421250000001,0.6640038007032862,0.6778584025293402,0.6708314161166106,0.5047728383916378
0.16365059,0.1572669,0.9306925625,0.6559278290795061,0.702011574594473,0.6781478739320952,0.5131258855363445
0.16640994,0.16715457,0.92934875,0.6914881626187884,0.5792288651838469,0.6303212828821463,0.46026930947155437
0.1646716,0.14963114,0.9313086875000001,0.6808166863515945,0.6394841355934668,0.6594141120012189,0.4919448696419477
0.1625605,0.15341397,0.9300691875,0.7166258924853015,0.5412411175735075,0.6166985126434035,0.4459171285408036
0.162726,0.15329368,0.9283243125,0.7082791206950797,0.527815583113789,0.6048340851244376,0.43357680455928926
0.16241492,0.14840676,0.932580375,0.6984745915821042,0.6188075148071436,0.6562050775175929,0.4884176401745279
0.16097714,0.15754104,0.9308065624999999,0.665943542618451,0.6718135630810831,0.6688181976521451,0.5025112993287509
0.16115713,0.14970994,0.931719,0.7393411441595645,0.5299639247892676,0.6173755234937477,0.44663040977984825
0.15984876,0.15148777,0.9306454375,0.723146033055919,0.5391785947383112,0.6176647471878425,0.4468510108861198
0.15841585,0.1500029,0.93047525,0.727143540591442,0.5298612845224806,0.6129950018313818,0.4420155745179292
0.15904485,0.15947853,0.9283906875,0.641419660307194,0.7093291450965828,0.6734870343583378,0.5078139588371445
0.15892144,0.15732373,0.9294675625,0.6763807586146937,0.6157706208409779,0.6446500855837416,0.47569734560800364
0.15741351,0.15370953,0.9294864375,0.6519729371302643,0.692046027654345,0.6712620365617352,0.5052461102116563
0.15607738,0.1568213,0.92768625,0.659779590488913,0.6301288467750168,0.6443124290290128,0.4752756744857567
0.15321818,0.15184268,0.9307925,0.7075512643702981,0.5701089956471136,0.6313885499141344,0.4614106977809971
0.15344793,0.16106272,0.928796375,0.6448852773265072,0.7024437196600211,0.6723763670582864,0.506539110528315
0.15330338,0.1560565,0.929300375,0.6714123664659434,0.6288430652538086,0.6492388416900345,0.4807137960029732
0.15087362,0.16192645,0.930039875,0.667625051924394,0.6513331411087118,0.6593416839515094,0.4918639652263429
0.15084913,0.1576593,0.9289046249999999,0.6619132673338627,0.6468075845961431,0.6541185269926031,0.48603520801423467
