Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
2.2597702,88.24828,0.11309675,0.10457033665344817,0.9983620356478586,0.18925621243287977,0.10455268654301814
1.2034742,5.1897097,0.8798745625,0.41352266012520356,0.35802717254241745,0.3826756146096183,0.23661074794055925
1.1865286,0.3086132,0.8961163750000001,0.5257767688554614,0.010830095577930719,0.021034366181214355,0.010655217400348182
0.5537625,0.21956764,0.9157224375,0.7235522552351139,0.30492028887352773,0.4288632094090689,0.273286808013528
0.36746246,0.4635888,0.89647875,0.5459471756995914,0.0308548155321115,0.05823232077488305,0.029990855774674165
0.4883625,0.34439254,0.8963928125,0.5502404625954339,0.017041599510126564,0.032949257595951346,0.016758056697267994
0.3468742,0.2318506,0.896276,0.4528525900377425,0.004338639118837753,0.008555476532093218,0.004308532714141453
0.27516016,0.21472655,0.9149406875,0.577446102067784,0.6795880252941793,0.6243520919824028,0.4540126657903705
0.29691795,0.18293212,0.918350125,0.5987380531688714,0.6517956228742072,0.6241363637541715,0.45381356236906584
0.2335513,0.19662759,0.9137604375,0.5691427095463021,0.7040130350280708,0.6294194923148566,0.45940198027042367
0.21984504,0.1877099,0.9211081249999999,0.6189330247641713,0.6276555277298516,0.6232634577480123,0.4529094219048888
0.22527592,0.19290903,0.9185965625,0.5984596724656916,0.6594183868277457,0.6274615810421837,0.45730670806001195
0.2278185,0.19279379,0.9210942499999999,0.615200376921088,0.6437041007690307,0.6291291935966864,0.45912110480053914
0.24643244,0.18294993,0.9202915,0.6161550256444527,0.6205685600630543,0.618347356392825,0.4477848608968338
0.2087146,0.17758065,0.919410375,0.6008447172551981,0.6709612573409545,0.6339683925877901,0.4643045276360326
0.19126785,0.1763128,0.92116525,0.6163017471436495,0.641125586480926,0.6284686326587849,0.4584483265972803
0.18416435,0.16985016,0.9222341875,0.6269203575125,0.6225692391472195,0.6247367152404091,0.4544753474759822
0.18317936,0.16790593,0.9230112500000001,0.6368471829476956,0.6040406732341841,0.6200099796029459,0.44950205051890996
0.18315844,0.16814655,0.9240749375,0.6496884521839084,0.5858981594272596,0.6161452727446715,0.44544787078711234
0.18164814,0.17004466,0.9218690624999999,0.6267753767954523,0.6161540646560415,0.6214118146342443,0.45102195475761775
0.183549,0.16651386,0.9242698125,0.6484064374090293,0.5936257673143708,0.6198074727095626,0.4493041591403085
0.18171106,0.1635687,0.9241195,0.6367499777940427,0.6295373571169613,0.6331202902181425,0.46337003271788224
0.18094912,0.16282314,0.9243019374999999,0.6352814777865856,0.6393424702924566,0.6372978214546424,0.4678526873497376
0.18095317,0.16332379,0.92485225,0.6481278199216414,0.6072522198714594,0.6270179987390214,0.4568742829288402
0.18097351,0.16239946,0.92486275,0.6406355777229853,0.6325362213807515,0.6365522795819081,0.46705630309761065
0.18018048,0.1624644,0.924722,0.6392850057880801,0.6342170910958322,0.636732442404137,0.46724695586907683
0.17980282,0.16197826,0.92522875,0.6455415993352982,0.6241459695993791,0.6346478639689753,0.465021487912713
0.17974816,0.16278109,0.9253058125,0.6809195162427522,0.5308430312031602,0.5965735992572881,0.42529660538883574
0.17944495,0.16132548,0.9259274375,0.6696397410463456,0.5687430277542123,0.6150566637996384,0.44429149630656684
0.17756094,0.16072044,0.9259111250000001,0.6525469067480754,0.6160599835342991,0.633755198427339,0.4640506371196089
0.17785756,0.16052204,0.9262625625,0.6632852537954327,0.5920923268665282,0.6256374624251673,0.455408412048158
0.17791311,0.16102165,0.9262925625,0.6798513187426429,0.551547994376586,0.6089791638487534,0.4379876308912821
0.17905281,0.16019659,0.926437125,0.6658465349706584,0.58830626174109,0.624655951493882,0.4543690431945647
0.183281,0.16350317,0.9245534375,0.6279416994504776,0.6745048314004569,0.6503749817235551,0.48206196979420635
0.18368666,0.16287977,0.9257284375,0.6801890353893677,0.5403429536087108,0.6022287284046657,0.43105146991991616
0.17923914,0.16188383,0.9262300625,0.6849569782879635,0.5391320253025026,0.6033254121356433,0.43216764021754117
0.1788608,0.16022235,0.926382625,0.6566061015581925,0.6135424228145224,0.6343082601182961,0.464633896825843
0.17839615,0.16256714,0.9254518125,0.636633491495026,0.6606043594027231,0.6483781274085589,0.4798765093354511
0.17745577,0.15975302,0.9267402499999999,0.6750106693787004,0.5709581950280482,0.6186072928785196,0.4480011685684834
0.1778148,0.15945181,0.9267981875,0.6758645160386882,0.5700003936604903,0.6183979766074303,0.4477751669844319
0.17689869,0.15928414,0.926853375,0.6719294641070745,0.5806695020155113,0.6229395602500253,0.4525470988014378
0.17805855,0.15926489,0.9269354999999999,0.6745983476516437,0.5757079348918156,0.6212041093710621,0.45072587824800925
