Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.23814726,5.426289,0.6088892,0.21410418494506306,0.9897320630141886,0.3520508325361896,0.21362966739926503
0.17996447,0.22654803,0.9090096,0.5546211979597832,0.7738501550017884,0.6461467144950487,0.47726494548044995
0.17591399,0.2020907,0.9200594,0.6669423359869043,0.5100723217479433,0.5780536776721659,0.40652285434083624
0.17558281,0.18545617,0.9209257,0.6612022979306539,0.5402380544294741,0.5946306736187972,0.42311345669537204
0.17471406,0.17243943,0.9227369,0.6597056878482391,0.5789121184571361,0.6166738688338989,0.4457906598743001
0.17228226,0.16584595,0.9232488,0.6695416308404173,0.5628726004530822,0.6115908584846461,0.4404975739479332
0.17071122,0.16412272,0.9235914,0.6504033112544156,0.6232599558841063,0.6365424041631189,0.4668589665763778
0.17101707,0.16470833,0.9240652,0.6704915684303975,0.5754841942887803,0.6193656595590676,0.4486094843630074
0.17374547,0.16599838,0.922869,0.6531787688770763,0.600231384881364,0.6255867576029708,0.4551664217902351
0.173271,0.16579108,0.92274,0.694356394974851,0.5007386803982353,0.5818635054407535,0.41030148203159766
0.17238694,0.16526584,0.9230655,0.6917934924471985,0.5110252474067009,0.5878257943921229,0.41625586422539873
0.17125207,0.16562387,0.9232733,0.639687994008726,0.6532291418266365,0.6463876574628871,0.477527898608951
0.17192382,0.1687312,0.9205704,0.6123311653413058,0.7089524710862048,0.6571090125138789,0.4893241660248093
0.17268108,0.17104906,0.9235965,0.6641906408984568,0.5831225035769644,0.6210220923086386,0.4503495587890403
0.17305095,0.16519453,0.9241358,0.673598997969035,0.5690782609991654,0.6169430455229857,0.4460720460758429
0.17062324,0.16415046,0.923339,0.6903535102952121,0.518439064921903,0.592171453863734,0.42062753698873845
0.17093073,0.1666417,0.9243743,0.6651481538930801,0.5951677447239776,0.6282150801941867,0.4579545022867837
0.1717342,0.16967447,0.9204532,0.7159228210328836,0.4294099126624538,0.5368297735818736,0.3668949544551934
0.17207068,0.16327947,0.923415,0.6744231924808108,0.5541015857875283,0.6083702454455174,0.4371638673680714
0.1713634,0.16228414,0.9244601,0.6703532075261551,0.5830703395135328,0.6236727772178751,0.4531428041924326
0.17049782,0.16655083,0.9228133,0.6281254220673592,0.6888031700846549,0.6570664263940853,0.48927693767443337
0.17321312,0.16448806,0.9233521,0.6838913529615385,0.5318610647430547,0.5983704870461108,0.4269105933600558
0.17259765,0.16432995,0.9243951,0.6548180873941221,0.6254294220221772,0.6397864396007225,0.4703573455133908
0.17173754,0.1617655,0.9246684,0.6657110329124405,0.5991508435674258,0.6306796565830088,0.4605786072010117
0.17126267,0.16682827,0.9239866,0.647421411812077,0.6410348604983903,0.6442123078968136,0.47515721793983046
0.16973145,0.16430593,0.923797,0.6378879601119726,0.6711782371527364,0.6541098035584435,0.48600532590835877
0.16974242,0.17262965,0.9208026,0.6132566816784203,0.7100777244545129,0.6581252735735111,0.49045209706434156
0.1697258,0.16403608,0.9249357,0.6611414592177008,0.617019829796113,0.6383191137832227,0.4687729116597171
0.16814524,0.16005966,0.925783,0.6677187704355466,0.6144311881483248,0.6399676336156337,0.47055323787402337
0.1709562,0.16794626,0.9224391,0.6221239525715031,0.7068696345534756,0.6617948126484482,0.49453911769555264
0.16840874,0.16263607,0.9245465,0.7223248274025991,0.48271413348038633,0.5786973109907161,0.40715979464873586
0.1682418,0.1624482,0.9251562,0.6492071913627276,0.6588116281149398,0.6539741483175324,0.48585556324946966
