Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.45222425,0.6843932,0.8596573750000001,0.3927484243086544,0.6451401172290572,0.48825585762559376,0.322991923242409
0.19439545,0.17573574,0.9180861250000001,0.704828372612088,0.36320704380556923,0.47902664879578927,0.31525622053677776
0.1846498,0.16360956,0.9242899375,0.6352924147413985,0.6381056506386507,0.6366950005777208,0.4672146262023436
0.17910545,0.16114722,0.925992125,0.6645306052960107,0.5825288123941028,0.6208234983762386,0.45030721876166035
0.17704977,0.15805937,0.9268719999999999,0.6843342926352971,0.551711614968247,0.6108514280309894,0.43986186310084563
0.17535003,0.15716913,0.9275273749999999,0.6656873714011066,0.6104099287475958,0.6367480638760166,0.46719206126541324
0.17435166,0.15771762,0.927355625,0.6719818426505331,0.590059499565162,0.6282842443666556,0.4581475897218531
0.17527477,0.15650027,0.9275810625,0.6961798410223925,0.5395646424840963,0.6079074907926019,0.43685601427839965
0.1728038,0.15910444,0.9270576875000001,0.6989475293604366,0.525113643246306,0.5996387869345574,0.42834121472064685
0.17387588,0.15653351,0.927705875,0.6971863525348357,0.539597250948862,0.6083124640672359,0.4372644051036796
0.17304061,0.15907055,0.927811375,0.6952986653713584,0.5452657218172278,0.6111782527752955,0.44025703765916546
0.1733876,0.15608403,0.9275312499999999,0.6861815784084,0.5593707543234743,0.6162735468439362,0.4455136680449302
0.1746826,0.1608549,0.9257315,0.733876098972015,0.447725396283133,0.5560191739748418,0.38550079397291803
0.17143919,0.16103834,0.9260364999999999,0.7291833453993257,0.45886095002158767,0.5632354897181423,0.3923365583787844
0.17130949,0.15465905,0.928273875,0.6981349880527059,0.546506760237994,0.6130814066676908,0.44229879921794796
0.1714092,0.15361518,0.9281923750000001,0.6688339729981556,0.6135066804995234,0.6399587036433076,0.47069996961118143
0.17143139,0.15409893,0.9284721875,0.6789053067846387,0.5928294158306228,0.6329438972747706,0.4631861582208897
0.17300995,0.1552633,0.928233875,0.6585623142537893,0.6442902161271034,0.6513262376462873,0.48309839499033425
0.17192897,0.15719917,0.9273289375,0.646549020749932,0.6656287426418048,0.6558952289468246,0.48810656465716906
0.17289533,0.15777272,0.9270563125,0.7298028445784163,0.4733507792214767,0.574083699371639,0.4030476798621022
0.17143126,0.15626508,0.9276686875,0.7245832601653862,0.4908543238738775,0.5852188864463246,0.4139815743006303
0.16988412,0.15807325,0.928128625,0.6501222018997028,0.669909515034969,0.6598312579867665,0.49249709723655777
0.17008552,0.152848,0.92899725,0.7032083177357781,0.5484013335055806,0.6161683427352362,0.4456066325869328
